"97064",ADAMSFIELD|-42.7167|146.3333|Jun|1943|May|1948
"45043",ADAVALE|-25.9094|144.5989|Dec|1985|Dec|2016
"50087",ADAVALE|-32.9|148|Jan|1894|Jan|1942
"45000",ADAVALE POST OFFICE|-25.9167|144.6|Jan|1889|Oct|1985
"89106",ADDINGTON|-37.4152|143.6718|Jul|1956|Mar|2017
"23097",ADELAIDE (BLACK HILL CONSERVATION PARK)|-34.8833|138.7167|May|1979|Feb|1989
"23001",ADELAIDE (BRIGHTON)|-35.0199|138.52|Oct|1898|Mar|2017
"23075",ADELAIDE (CLAPHAM)|-34.9964|138.6039|Mar|1954|Sep|2008
"23093",ADELAIDE (CLARENCE GARDENS BOWLING CLUB)|-34.9726|138.579|Jan|1978|Jan|2017
"23079",ADELAIDE (DRY CREEK SALTWORKS)|-34.8276|138.5783|Jan|1960|May|2013
"23005",ADELAIDE (GLEN OSMOND)|-34.9464|138.6519|Jun|1883|Mar|2017
"23014",ADELAIDE (GLENSIDE)|-34.9467|138.6303|Aug|1934|Oct|1994
"23096",ADELAIDE (HOPE VALLEY RESERVOIR)|-34.8564|138.6844|Jun|1979|Mar|2017
"23056",ADELAIDE (KENT TOWN ALERT)|-34.9214|138.6219|Jan|2010|May|2015
"23090",ADELAIDE (KENT TOWN)|-34.9211|138.6216|Feb|1977|Mar|2017
"23115",ADELAIDE (KESWICK)|-34.9473|138.5827|Mar|2001|Mar|2017
"23064",ADELAIDE (LARGS BAY)|-34.8314|138.4884|Jan|1896|Sep|2012
"23072",ADELAIDE (MAGILL SECURE CARE CENTRE)|-34.9065|138.687|Feb|1968|Jul|2012
"23732",ADELAIDE (MORPHETT VALE)|-35.1351|138.5274|Oct|1886|Mar|2017
"23098",ADELAIDE (MORPHETTVILLE RACECOURSE)|-34.9742|138.5425|Jan|1947|Oct|2016
"23057",ADELAIDE (NORTHFIELD RESEARCH CENTRE)|-34.8533|138.6517|Jan|1965|Dec|1994
"23037",ADELAIDE (PARAFIELD PLANT INTRODUCTION C|-34.7833|138.6242|Jan|1907|Jun|1995
"23026",ADELAIDE (POORAKA)|-34.8324|138.6125|Jan|1876|Mar|2017
"23016",ADELAIDE (PORT DOCK RAILWAY STATION)|-34.51|138.5167|Jun|1925|Dec|1986
"23023",ADELAIDE (SALISBURY BOWLING CLUB)|-34.7674|138.6434|Oct|1870|Feb|2017
"23024",ADELAIDE (SEATON)|-34.8965|138.5103|Jan|1912|Mar|2017
"23121",ADELAIDE (SOMERTON PARK)|-35.0002|138.5171|Jan|1996|Aug|2016
"23113",ADELAIDE (TAPEROO)|-34.8125|138.4906|May|1991|Nov|2000
"23748",ADELAIDE (TEA TREE GULLY COUNCIL)|-34.8307|138.7051|May|1882|Mar|2017
"23027",ADELAIDE (THORNDON PARK)|-34.8744|138.6858|Nov|1878|Dec|2003
"23018",ADELAIDE (TORRENS ISLAND)|-34.7819|138.5218|Jan|1928|Jun|2013
"23033",ADELAIDE (TOWNSEND HOUSE)|-35.0131|138.5147|Mar|1951|Dec|1994
"23040",ADELAIDE (TRINITY GARDENS)|-34.9167|138.65|Jan|1928|Dec|1978
"23029",ADELAIDE (UNLEY)|-34.9503|138.6056|Sep|1915|May|1993
"23031",ADELAIDE (WAITE INSTITUTE)|-34.9697|138.6331|Jan|1925|Dec|1999
"23828",ADELAIDE ABERFOYLE PARK|-35.0678|138.6097|Jan|1974|Sep|1992
"23034",ADELAIDE AIRPORT|-34.9524|138.5196|Mar|1955|Mar|2017
"23055",ADELAIDE AIRPORT ALERT|-34.9552|138.5356|Oct|2003|Mar|2017
"23046",ADELAIDE AIRPORT OLD SITE|-34.9566|138.5356|Aug|2002|Jan|2005
"23035",ADELAIDE BOTANIC GARDENS|-34.9167|138.6167|Apr|1952|Apr|1976
"23088",ADELAIDE GOVERNMENT HOUSE|-34.9167|138.6|Jul|1974|Dec|1975
"33000",ADELAIDE PARK|-23.1|150.7|Nov|1914|Dec|1972
"14184",ADELAIDE RIVER 67 MILE|-13.1667|131.1|Oct|1968|Mar|1985
"14195",ADELAIDE RIVER AASC|-13.3333|131.3333|Jan|1944|Apr|1946
"14092",ADELAIDE RIVER POST OFFICE|-13.2373|131.1042|May|1956|Mar|2017
"14000",ADELAIDE RIVER RAILWAY|-13.2467|131.1117|Nov|1926|Jan|1971
"14093",ADELAIDE RIVER RICE FARM|-13.25|131.1|May|1957|Apr|1958
"14052",ADELAIDE RIVER RIDGE|-13.3319|131.0529|Jul|2002|Oct|2004
"23000",ADELAIDE WEST TERRACE|-34.9257|138.5832|Jan|1839|Feb|1979
"72159",ADELONG (KATHVALE)|-35.3205|147.9419|Jun|1985|Mar|2017
"72083",ADELONG (THE WILLOWS)|-35.4402|147.928|May|1967|Oct|2013
"72000",ADELONG (TUMUT ST)|-35.3085|148.0641|Apr|1883|Mar|2017
"9804",ADINA|-33.8811|122.2167|Jan|1969|Mar|2017
"73147",ADJUNGBILLY (RED HILL RD)|-35.0875|148.3967|Jul|2003|Jul|2004
"94000",ADVENTURE BAY|-43.4|147.35|Aug|1910|Mar|1948
"94159",ADVENTURE BAY (FORESTRY)|-43.3531|147.3147|Mar|1981|Aug|2014
"94217",ADVENTURE BAY (FUEL DEPOT)|-43.3292|147.3208|Nov|2000|Oct|2005
"94236",ADVENTURE BAY (LORKINS ROAD)|-43.3596|147.3265|Nov|2005|Mar|2017
"94131",ADVENTURE BAY (SUPERMARKET)|-43.3667|147.3333|Mar|1969|Jun|1977
"200571",AFORE A/F P.P.|-9.1667|148.4167|Dec|1965|Dec|1973
"58066",AFTERLEE POST OFFICE|-28.5833|152.8333|Nov|1953|Aug|1964
"30001",AFTON DOWNS STATION|-21|144|Jan|1890|Aug|1982
"30104",AGATE CREEK CAMP|-19.0425|143.6333|Jul|1972|Sep|1992
"200376",AGAUN AGRIC. STATION|-9.9167|149.4|Oct|1961|Dec|1973
"22057",AGERY|-34.1614|137.7434|Jul|2009|Apr|2013
"85001",AGNES RIVER|-38.6775|146.3769|Apr|1900|Dec|2000
"12000",AGNEW|-28.0069|120.5092|Feb|1948|Jan|1985
"200588",AGOTU A/F|-6.5167|145.2167|Oct|1967|Sep|1973
"15543",AILERON|-22.6459|133.3457|Jan|1949|Oct|2016
"70000",AINSLIE TYSON ST|-35.2583|149.1424|Apr|1935|Mar|2017
"200291",AIOME|-5.1167|144.75|Jan|1958|Dec|1973
"40881",AIR SEA RESCUE ALERT|-27.9525|153.4242|Nov|2000|Mar|2017
"90180",AIREYS INLET|-38.4583|144.0883|Jun|1994|Mar|2017
"43023",AIRLIE|-26.8025|148.41|Aug|1934|Mar|2017
"200292",AITAPE 2|-3.1333|142.35|Jan|1959|Oct|1973
"200003",AIYURA MC3|-6.3167|145.9167|Jun|1937|Dec|1973
"8000",AJANA|-27.9608|114.6339|Aug|1917|May|2013
"67039",AJANA|-33.65|150.7667|Jan|1963|Dec|1964
"8184",AJANA 2|-28|114.8|May|1910|Mar|1919
"81062",AKOONA|-36.5|145.3|Jan|1932|Oct|1940
"10898",AKOONAH|-33.2297|119.9242|Nov|1983|Aug|2015
"41332",AKUNA|-28.0667|152.35|Dec|1920|Dec|1972
"200449",AKWITANA MC20|-6.3167|145.8667|May|1963|Jun|1970
"10713",ALADALE|-32.65|116.9833|Aug|1935|Jul|1944
"34060",ALAMEDA DOWNS|-21.7278|148.5697|Sep|1972|Mar|2010
"9758",ALAMEIN TRACK|-34.4653|115.8325|Mar|1967|Nov|1986
"50001",ALAWA|-33.4|147.6|Feb|1925|Mar|1937
"25000",ALAWOONA|-34.7314|140.5036|Aug|1921|Mar|2017
"25033",ALAWOONA (KARINYA)|-34.95|140.4167|Apr|1929|Apr|1936
"25018",ALAWOONA (SCHELLS WELL)|-34.7884|140.5003|Aug|1908|Dec|2016
"9500",ALBANY|-35.0289|117.8808|Jan|1877|Mar|2017
"9999",ALBANY AIRPORT|-34.9411|117.8158|Jan|2012|Mar|2017
"9741",ALBANY AIRPORT COMPARISON|-34.9414|117.8022|Jan|1960|Feb|2014
"9139",ALBANY HIGHWAY 47.5|-32.45|116.3|Jan|1927|Oct|1937
"17001",ALBERGA|-27.2|135.4333|Jan|1930|Dec|1979
"17002",ALBERRIE CREEK|-29.6267|137.5367|Feb|1930|Dec|1977
"50033",ALBERT (THE MEADOWS)|-32.3333|147.4|Jul|1906|Oct|1977
"85003",ALBERTON POST OFFICE|-38.6167|146.6667|Mar|1901|Dec|1984
"85245",ALBERTON THE MEADOWS|-38.6167|146.7167|Jan|1879|Sep|1909
"85107",ALBERTON WEST (KALLARA)|-38.6|146.5833|Aug|1905|Jun|1915
"36001",ALBILBAH|-24.7167|144.2833|Apr|1890|Sep|1979
"35209",ALBINIA DOWNS|-24.4222|148.4828|Oct|1973|Dec|2012
"41004",ALBION|-28.2675|152.0539|Sep|1998|Feb|2004
"12001",ALBION DOWNS|-27.2878|120.3919|May|1936|Jan|2017
"37102",ALBION DOWNS|-21.5|142.6833|Jan|1919|Oct|1978
"68129",ALBION PARK (PARKVALE)|-34.6|150.75|Nov|1962|Jul|1967
"68241",ALBION PARK (WOLLONGONG AIRPORT)|-34.5638|150.79|Jun|1999|Mar|2017
"68000",ALBION PARK POST OFFICE|-34.5712|150.7761|Apr|1892|Mar|2017
"36083",ALBRO STATION|-22.7044|146.5694|Jan|1970|Mar|2017
"72001",ALBURY|-36.1|146.9|Feb|1858|Jul|1962
"44079",ALBURY|-26.7731|147.3194|Jan|1954|Feb|2017
"72168",ALBURY (TABLE TOP (NYRIMBLA))|-35.9757|147.0371|Jan|2004|Nov|2012
"72146",ALBURY AIRPORT|-36.0691|146.9531|Jun|1983|Mar|2017
"72160",ALBURY AIRPORT AWS|-36.069|146.9509|Jun|1994|Mar|2017
"72059",ALBURY GRAMMAR SCHOOL|-36.0667|146.9333|Nov|1960|Nov|1969
"72057",ALBURY PMG REPEATER STATION|-36.1|146.9|Sep|1954|Jul|1962
"72097",ALBURY PUMPING STATION|-36.0817|146.955|May|1970|Aug|1986
"14509",ALCAN MINESITE|-12.2609|136.8391|Jan|1971|Mar|2017
"14408",ALCAN REFINERY|-12.1924|136.6844|Nov|2004|Dec|2016
"15593",ALCOOTA|-22.8211|134.4508|Oct|1950|Apr|2008
"40224",ALDERLEY|-27.4193|153.0024|Jul|1899|Jan|2017
"30003",ALDERLEY STATION|-20.6|144|Jan|1910|Dec|1945
"37109",ALDERLEY STATION|-22.4936|139.6615|Jan|1920|Feb|2017
"40349",ALDERSHOT|-25.4667|152.6833|Jan|1899|Jun|1911
"10500",ALDERSYDE 2|-32.4333|117.3167|Sep|1948|Dec|1971
"10501",ALDERSYDE POST OFFICE|-32.3667|117.2833|May|1909|Sep|1976
"9556",ALDERVALE|-33.9781|116.3336|Mar|1903|Mar|2017
"23817",ALDGATE|-35.0236|138.7419|Feb|1969|Mar|2017
"23768",ALDGATE STATE SCHOOL|-35.0167|138.75|Jan|1890|May|1928
"23790",ALDINGA (HILDAS DALE)|-35.25|138.5|Jun|1905|Dec|1911
"23898",ALDINGA (WINTON LODGE)|-35.2564|138.4836|Mar|2003|Mar|2006
"35102",ALDINGA PARK|-24.7822|148.3883|Dec|2002|May|2005
"23700",ALDINGA POST OFFICE|-35.2692|138.4772|Dec|1893|Mar|1992
"37026",ALDINGHAM|-22.2806|143.22|Nov|2001|Dec|2004
"85002",ALDIVALOCH (BUDGEREE)|-38.4|146.3|Nov|1914|Oct|1950
"44192",ALDVILLE|-27.3053|145.1278|Jan|1947|Jan|2012
"50117",ALECTOWN (BRIDGEWATER)|-32.8952|148.2811|Sep|1970|Mar|2017
"65100",ALECTOWN (CAWDOR)|-32.9874|148.2288|Jun|1992|Mar|2017
"50121",ALECTOWN (GLENROY)|-32.9433|148.2833|Jan|1973|May|1992
"50115",ALECTOWN (GOONAHRA)|-32.857|148.2577|Jul|1970|Apr|2013
"50116",ALECTOWN (KADINA PARK)|-32.9294|148.3017|Jul|1970|Sep|1997
"50119",ALECTOWN (VANVILLA)|-32.9368|148.2447|Sep|1949|Mar|2017
"29096",ALEHVALE STATION|-18.3078|142.3558|Jun|1972|Dec|2009
"10052",ALEPPO|-31.4453|117.2219|Jan|1910|Mar|2017
"33121",ALEXANDRA|-21.1833|149.1|Jan|1868|May|1914
"88000",ALEXANDRA (ACHERON)|-37.2514|145.7178|Aug|1930|May|2004
"88163",ALEXANDRA (CRYSTAL CREEK)|-37.2581|145.6201|Jan|1992|Dec|2013
"88156",ALEXANDRA (MAINTONGOON)|-37.1167|145.8167|Apr|1979|May|1982
"88001",ALEXANDRA (POST OFFICE)|-37.1916|145.7116|Apr|1877|Mar|2017
"9801",ALEXANDRA BRIDGE|-34.1597|115.1892|Jan|1971|Feb|2017
"15088",ALEXANDRIA|-19.0577|136.7065|Jan|1886|Feb|2017
"66021",ALEXANDRIA (ERSKINEVILLE)|-33.9167|151.2|May|1904|Nov|1973
"66033",ALEXANDRIA (HENDERSON ROAD)|-33.8992|151.1933|May|1962|Jun|1999
"41328",ALFALFA|-27.9778|151.5592|Jan|1959|Apr|2001
"21103",ALFORD NO: 2|-33.8597|137.7664|Feb|1969|Jan|1990
"21092",ALFORD POST OFFICE|-33.8167|137.8167|Jan|1893|Dec|1898
"12171",ALFRED DOWNS|-29|120|Jul|1926|Dec|1937
"15502",ALI CURUNG|-21.0025|134.4029|Feb|1967|Dec|2015
"57098",ALICE (CLEVELAND)|-29.0167|152.5667|Jan|1974|Apr|2000
"57097",ALICE (TILBAROO)|-29.0333|152.5833|Sep|1971|Dec|1973
"2000",ALICE DOWNS|-17.7569|127.9386|Nov|1904|Dec|2002
"36061",ALICE DOWNS|-24.2667|145.4833|Oct|1890|Dec|1911
"36000",ALICE POST OFFICE|-23.5667|145.7833|Oct|1889|Sep|1972
"15590",ALICE SPRINGS AIRPORT|-23.7951|133.889|Nov|1941|Mar|2017
"15679",ALICE SPRINGS DESERT PARK|-23.7047|133.8383|Apr|2011|Feb|2017
"15648",ALICE SPRINGS EAST SIDE|-23.6925|133.8978|Mar|1982|Jan|2009
"15628",ALICE SPRINGS GOLF CLUB|-23.7164|133.8819|Aug|1990|Jun|2016
"15540",ALICE SPRINGS POST OFFICE|-23.71|133.8683|Jul|1873|May|1987
"15680",ALICE SPRINGS TELEGRAPH STATION|-23.6719|133.8872|Feb|2014|Jan|2017
"15591",ALICE SPRINGS TOWNSHIP|-23.7|133.7|Sep|1958|Aug|1960
"200455",ALKENA A/F MD25|-5.9333|144|Jan|1963|Dec|1973
"35280",ALLAMBEE|-24.8706|148.7697|Oct|1988|Dec|2016
"85004",ALLAMBEE STATE SCHOOL|-38.2|146.1|Apr|1913|Jan|1956
"15508",ALLAMBI|-24.2691|134.4028|Oct|1968|Dec|2016
"70140",ALLAMBIE|-34.6833|149.7833|Jul|1959|Oct|1966
"44191",ALLAMBIE|-26.9353|145.4408|Jan|1981|Mar|2017
"36106",ALLAMBIE|-22.2667|147.35|Jan|1973|Feb|1985
"9002",ALLAMBIE|-31.2497|115.7303|Nov|1916|Dec|1995
"10894",ALLAN ROCKS|-32.6322|119.0958|Jul|1967|Mar|2017
"61001",ALLANDALE (TINGARA)|-32.7167|151.4167|Jul|1902|May|1971
"90000",ALLANSFORD|-38.3833|142.5833|Nov|1898|May|1966
"8212",ALLENDALE|-29.4|116.8|Jan|1912|Jun|1919
"26090",ALLENDALE EAST POST OFFICE|-38.0042|140.7078|Jan|1983|Sep|1987
"88080",ALLENDALE POST OFFICE|-37.4|143.9|Nov|1901|Oct|1931
"94265",ALLENS RIVULET (BLUE GUM RISE)|-42.9997|147.2014|Jul|2013|Mar|2017
"96060",ALLENVALE|-41.8167|146.6833|Jun|1916|Dec|1922
"32117",ALLINGHAM  FORREST DRIVE|-18.6867|146.2969|May|2001|Mar|2017
"200443",ALLISON ISLAND|-1.2833|143.5667|Nov|1961|May|1963
"41001",ALLORA POST OFFICE|-28.0356|151.9983|Jan|1883|Apr|2000
"41516",ALLORA TM|-28.0333|152.0167|Nov|2008|Mar|2017
"39121",ALLOWAY|-24.95|152.3833|Jan|1959|May|1976
"49069",ALMA (BOOLIGAL)|-33.4|144.4|Apr|1896|Aug|1939
"49068",ALMA 2|-33.4167|144.3667|Mar|1899|Dec|1917
"74263",ALMA PARK (ALBARINGA)|-35.6259|146.8343|Jan|1997|Feb|2017
"31131",ALMADEN|-17.3394|144.6797|Nov|1972|Mar|2017
"29000",ALMORA STATION|-18.2952|139.2828|Aug|1938|Jan|2017
"86211",ALMURTA|-38.4|145.6|Sep|1907|May|1945
"37000",ALNI|-22.1542|142.49|Jun|1916|Mar|2017
"94070",ALONNAH AREA SCHOOL|-43.3181|147.2467|Jan|1953|Mar|2017
"31000",ALOOMBA STATE SCHOOL|-17.1|145.8167|Jun|1911|Jul|1956
"200817",ALOTAU POST OFFICE|-10.3167|150.45|Nov|1972|Dec|1973
"200543",ALOTAU SUB DISTRICT OFFICE|-10.3|150.4|Apr|1963|Dec|1973
"35000",ALPHA POST OFFICE|-23.65|146.6406|Dec|1886|Mar|2017
"68128",ALPINE|-34.4|150.5167|Nov|1962|Dec|1970
"40439",ALPINE PANORAMA|-28.2333|153.2833|Aug|1969|Jan|1981
"36064",ALROY|-23.5|143.4167|Jan|1915|Dec|1943
"15036",ALROY DOWNS|-19.2961|136.0711|Oct|1950|May|2004
"58000",ALSTONVILLE POST OFFICE|-28.85|153.45|Nov|1903|Jul|1973
"58131",ALSTONVILLE TROPICAL FRUIT RESEARCH STAT|-28.8521|153.4556|Mar|1963|Jul|2011
"85218",ALTENHOF (EAST TARWIN NO 1)|-38.5833|146.2|Nov|1971|Nov|1978
"22029",ALTHORPE ISLAND|-35.3725|136.8594|May|1968|Apr|1994
"17095",ALTON DOWNS|-26.1533|138.9383|Jan|1886|Aug|1939
"12112",ALTONA|-27.5389|119.9861|Nov|1956|Jan|2002
"87131",ALTONA (CITY OFFICES)|-37.8634|144.8262|Oct|1967|Mar|2015
"33295",ALVA BEACH|-19.4569|147.4833|Mar|1997|Mar|2017
"33109",ALVA GLEN|-20.9|148.8|Jul|1933|Mar|1944
"90146",ALVIE|-38.2333|143.5167|Mar|1936|Jul|1939
"14312",ALYANGULA|-13.851|136.4159|Jan|2013|May|2014
"14507",ALYANGULA POLICE|-13.8483|136.4198|Feb|1970|Jun|2012
"200811",AMAIYUFA PLUVIO MD36|-6.9667|145.2833|Sep|1971|Dec|1973
"40491",AMAMA|-26.3667|152.5661|Sep|1972|Apr|2001
"40002",AMAMOOR|-26.3333|152.6667|Jan|1913|Sep|1946
"40003",AMAMOOR FORESTRY|-26.3664|152.6236|Jan|1921|Apr|2004
"200293",AMANAB SDHQ MB13|-3.6|141.2167|Aug|1960|Dec|1972
"14819",AMANBIDJI|-16.4322|129.6156|Oct|1950|Apr|1997
"200653",AMAPYAKA|-5.65|143.8167|Dec|1968|Dec|1973
"10839",AMAROO|-32.9258|117.6258|Jan|1970|Jun|1997
"16008",AMATA AIRSTRIP|-26.1035|131.2064|Apr|1962|Mar|2015
"200446",AMAZON BAY A/S|-10.3|149.3333|Mar|1962|Dec|1973
"15588",AMBALINDUM|-23.3845|134.6841|Jan|1966|Dec|2014
"68227",AMBARVALE CLENNAM AVE|-34.0867|150.7917|Oct|1988|Dec|1991
"44092",AMBATHALA HEAD STATION|-25.9675|145.3183|Jan|1907|Jul|1998
"44186",AMBATHALA NO 1 BORE|-25.9|145.1667|Mar|1914|Dec|1929
"44185",AMBATHALA WOOL SHED|-26.1|145.4|Mar|1914|Dec|1929
"9972",AMBERGATE|-33.7333|115.3411|Nov|2000|Sep|2002
"40816",AMBERLEY (DNRM) TM|-27.6658|152.6989|Nov|2000|Mar|2017
"40910",AMBERLEY AERO COMPARISON|-27.6294|152.7114|Sep|1997|Oct|1998
"40004",AMBERLEY AMO|-27.6297|152.7111|Sep|1941|Mar|2017
"36002",AMBO STATION|-22.8103|144.4033|Jan|1892|Feb|2017
"200456",AMBOIN P.P.|-4.6167|143.4833|Apr|1963|Dec|1973
"200005",AMBRYM ISLAND|-15.9167|168.15|Sep|1939|Mar|2000
"200004",AMBUNTI SDHQ MB14|-4.2|142.8|Oct|1924|Mar|2000
"15515",AMBURLA|-23.3432|133.1721|Jan|1968|Dec|2015
"15500",AMBURLA STUD|-23.3601|133.0032|Jan|1967|May|2007
"43000",AMBY|-26.5478|148.185|Aug|1900|Dec|2009
"40171",AMCOR - PETRIE MILL|-27.2692|152.9839|Dec|1886|May|2013
"10502",AMELUP|-34.2553|118.2214|Jun|1905|Mar|2017
"22800",AMERICAN RIVER|-35.7829|137.7697|Jan|1884|Mar|2017
"22831",AMERICAN RIVER (REDBANKS)|-35.7501|137.7217|Oct|1974|Feb|2017
"10000",AMERY ACRES|-31.1683|117.0736|Jan|1934|Mar|2017
"88146",AMHERST|-37.15|143.6833|Apr|1867|May|1868
"15585",AMMAROO|-21.7507|135.2382|Jan|1956|Mar|2017
"36124",AMOR DOWNS|-23.8583|144.2958|Jan|1949|Apr|2001
"79000",AMPHITHEATRE|-37.2|143.4|Jan|1891|Jan|1970
"48066",AMPHITHEATRE|-31.5333|145.6|Jan|1884|Dec|1920
"39215",AMPTHILL TM|-24.7019|151.855|Aug|2006|May|2014
"10696",AMRISTA PARK|-32.6597|118.6319|Jan|1956|Mar|2017
"200294",AMULIBA|-5.7667|144.6|Nov|1956|Dec|1973
"15003",AMUNGEE MUNGEE|-16.4817|134.095|Feb|2013|Dec|2016
"19000",AMYTON (PINDA SECTION 63)|-32.6033|138.3519|Aug|1902|Mar|1955
"19072",AMYTON EAST|-32.55|138.4167|Feb|1889|Jan|1937
"87000",ANAKIE|-37.8802|144.2623|Jan|1889|Jan|2017
"35001",ANAKIE RICHARDSON ST|-23.5522|147.7461|Jan|1889|Mar|2017
"15595",ANDADO|-25.4108|135.2906|Apr|1951|Feb|2016
"16065",ANDAMOOKA|-30.449|137.1692|Jul|1965|Mar|2017
"16071",ANDAMOOKA HOMESTEAD|-30.73|137.2|Jan|1905|Oct|1907
"40005",ANDERLEIGH|-26|152.6833|Dec|1918|Mar|1962
"93000",ANDOVER|-42.35|147.5|Oct|1900|Dec|1951
"21069",ANDREWS (GERALKA)|-33.6184|138.5772|Apr|1957|Apr|2010
"23300",ANGASTON|-34.5018|139.0466|Jan|1882|Jun|2016
"23342",ANGASTON (THORNS)|-34.5333|139.0833|Jul|1958|Dec|1962
"23367",ANGASTON CREEK (SALTRAMS GULLY)|-34.4975|139.03|Jul|1991|Mar|1995
"23322",ANGASTON THE GUMS|-34.5667|139.0667|Jul|1958|Feb|1963
"44001",ANGELLALA DOWNS HOMESTEAD|-26.0178|147.03|Jan|1911|Jan|2017
"44106",ANGELLALA POST OFFICE|-26.4167|146.8833|Sep|1912|Aug|1928
"48168",ANGLEDOOL (ANGLEDOOL STATION)|-29.1173|147.8993|Jan|1886|Mar|2017
"83095",ANGLERS REST (BUNDARRAH VALLEY)|-37.0004|147.411|Aug|2009|Mar|2017
"40364",ANGLESEA|-26.8|152.95|Jan|1909|Nov|1930
"87001",ANGLESEA|-38.4056|144.1958|Jan|1926|Jul|2005
"200006",ANGORAM SDHQ MB28|-4.0667|144.0667|Feb|1934|Dec|1970
"17003",ANGORICHINA HOSTEL|-31.1281|138.5594|Jan|1866|Nov|1977
"14506",ANGURUGU|-13.9833|136.4333|Oct|1921|Sep|1989
"9770",ANGUS DOWNS|-34.6667|117.3333|Jun|1968|Aug|1976
